Date,Steps,Calories_Burned,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
2024-10-27,4180,221.69363281716784,0.99317245314491,0.3391128675050499,0.5117153321446678,0.22644808243281989,0.9289788933397337,0.5312048981563476
2024-10-28,1435,267.81840679219664,0.6521746889721903,0.991793446161674,0.4807383341749616,0.9575253221525013,0.20394041158463028,0.43134059641493394
2024-10-29,7805,576.5004825276749,0.7188324665215489,0.9156843783076477,0.319872408127723,0.45278701259020115,0.06066593495738026,0.6673835080779884
2024-10-30,8622,533.7758598737578,0.2657127142820853,0.0029207783059530534,0.5492240875548754,0.6429330088356884,0.6014365087314174,0.4140144840226907
2024-10-31,9540,226.239402261794,0.3544677080124513,0.5668375824560503,0.8284968257532282,0.5940633208590339,0.10164658581243313,0.4385441715585511
2024-11-01,2596,548.8023835176488,0.24043077914934585,0.46488697178399685,0.8371858647079129,0.5618474739208951,0.7569980511637004,0.8859038420123938
2024-11-02,2824,407.9528233603812,0.3420085636421475,0.6890279056949363,0.4135130409311135,0.7640756222018116,0.6855671143395085,0.48134885971305386
2024-11-03,6121,415.1516294530589,0.8570838201099306,0.26491750452847196,0.031667964043552654,0.616948007813621,0.23639628224422815,0.3590699648888276
2024-11-04,10929,180.57817584804957,0.673829473367733,0.71337733495019,0.13015081184692412,0.838406672955099,0.8909381573068622,0.8079860399797074
2024-11-05,9849,393.8408661380586,0.9981412681529795,0.28832036347405976,0.8780916008763021,0.5082095178000988,0.4822984711625592,0.0912760681118232
2024-11-06,5698,299.59172424444705,0.6046102950243304,0.6031113116939996,0.06582442920496567,0.007407642346858201,0.2849621547390969,0.6241909546479365
2024-11-07,11247,536.3416608583743,0.05101932911179019,0.06470285357780459,0.1646645696694975,0.2465026769542752,0.2847722530012876,0.7906808653856621
2024-11-08,12929,544.4319868542831,0.0008711030753599802,0.9456581694420068,0.42001510311586465,0.6975758252649006,0.9609639422851932,0.6071229781387365
2024-11-09,5747,245.43139356849883,0.15771025040822773,0.6469926066329558,0.01943707252483562,0.45126967691907127,0.30391121468827564,0.9042505910304176
2024-11-10,7780,599.2282074614061,0.013171660563425225,0.04186036381448277,0.6836888741730854,0.9504144323292901,0.28015695152385733,0.42878498801345144
2024-11-11,9419,269.101743111107,0.7689819307333065,0.8762084412603839,0.47538002838907334,0.3216894239382644,0.12581954540976392,0.7113205853821274
2024-11-12,6961,555.7417323272127,0.8264562381070701,0.9425802729909384,0.8451887572719659,0.19325285185612873,0.05000376935881046,0.914627063615274
2024-11-13,5331,549.6504430915384,0.5303094432557605,0.4813515515609279,0.948729943891167,0.8421483029150569,0.23736690484423228,0.7739451221036434
2024-11-14,13343,168.69066111264783,0.44813871148594564,0.51062156552115,0.08103874553476786,0.051887542990026625,0.23340891918294537,0.7941507486062807
2024-11-15,10066,361.42515751446473,0.8454866358458667,0.9469992796611445,0.39381330766959866,0.46715287850876985,0.3909912572622134,0.46474278024928206
2024-11-16,4993,370.85345600828515,0.7540196575399892,0.7803624128301346,0.8332891766148434,0.11033264170287083,0.20534115705387324,0.7336252078548839
2024-11-17,5898,536.7916036458678,0.7957996880015142,0.9757955777939677,0.27434181481204056,0.32729127171840156,0.2250422797629832,0.6897787843679118
2024-11-18,2547,331.01346989885127,0.8141160051098862,0.6198240151440488,0.14586719320762997,0.9704026803941644,0.20330703550160045,0.9477680940985054
2024-11-19,4670,513.315077913935,0.8961525673413865,0.09783402940993713,0.429244448119087,0.5887851121338313,0.5646106769413967,0.40701830307403397
2024-11-20,2711,397.7479575408016,0.9494820638283682,0.6001588506513257,0.619914070668755,0.3220545185982354,0.01903173477215292,0.8928091178411319
2024-11-21,6339,481.8395305293401,0.4451218026134536,0.43963608241043695,0.5665371169050776,0.42535692328212904,0.2753890118954063,0.45187701545380377
2024-11-22,9374,242.33153898814538,0.7221161106133615,0.6167784597929503,0.25992308039734846,0.9200474040133225,0.4063619086782746,0.7399256894829975
2024-11-23,13405,543.3018478892242,0.7866157859884118,0.2737118441649281,0.7095602020478862,0.0603437905922104,0.025578233572666198,0.11198209836614281
2024-11-24,4116,286.42592297698155,0.08668733367887071,0.1852529027936265,0.9029197975201556,0.40276695946181684,0.7379369588875535,0.7262742494505345
2024-11-25,5630,417.1944080978176,0.5362355161151184,0.8363073212348718,0.5876667151232137,0.21248594131072118,0.020004029482857844,0.3219494882156362
2024-11-26,2080,506.4160535026196,0.25671077392905794,0.48197445802519834,0.43072813401054644,0.23092398098226774,0.8473159768095712,0.23705675257805037
2024-11-27,2285,562.0054406772847,0.9160247882267866,0.5251851234573244,0.6328470771992347,0.6467514409408028,0.44591899777187316,0.502445590370616
2024-11-28,7293,199.3394896631088,0.7697316882105771,0.8322222717558678,0.5306366007594874,0.5743901358667411,0.4011204480559577,0.02456933904939196
2024-11-29,13359,577.1568585608597,0.36538622046528635,0.9843430264632117,0.2023794324327326,0.7660595869199701,0.8884639149003448,0.781837733783077
2024-11-30,10122,312.9940666958381,0.4587788973720671,0.4799480559751187,0.34838854417460896,0.7559060600206418,0.9364201468066127,0.9542890325884238
2024-12-01,9558,153.47080762499132,0.6219988848926141,0.41798958343155,0.8397005130731908,0.8213508862266405,0.01978348678214359,0.7408465184008856
2024-12-02,11822,535.2801559414664,0.5307745722978824,0.8606051686849673,0.7397184129820235,0.6732113015783769,0.9529903905694269,0.6436927704574432
2024-12-03,1268,202.87829942048694,0.05167575298991578,0.40780444726939546,0.4458019763563458,0.5915559947038032,0.8545065971808948,0.8008825028307369
2024-12-04,6721,516.6770518481526,0.9399286013052545,0.259733191559977,0.07097071280925915,0.9700334206483573,0.025820048250777994,0.9678481941491958
2024-12-05,13435,539.9439853343486,0.29989807138532243,0.0029040732066173414,0.8305721232884303,0.26392991631186324,0.1989544546092602,0.46731167445600963
2024-12-06,8000,386.166748058997,0.8118677986081125,0.7890159389250866,0.1463865746755053,0.783713705406088,0.3919138033272427,0.40694750373459887
2024-12-07,1973,205.78194149986695,0.36761880767570176,0.5757681241799055,0.5208609393083299,0.6795573670929227,0.020371407868932878,0.839894810838351
2024-12-08,14222,268.73761361320817,0.2059195633855614,0.3165217621136217,0.9699586806061323,0.1917532258468615,0.23599831994561127,0.4208866833489545
2024-12-09,14557,358.571633513333,0.5642383508352218,0.6460471762623905,0.048303432010841196,0.407975405465557,0.7925352522237255,0.05164747351090149
2024-12-10,11169,350.0565330341648,0.6194934258429667,0.6777852393475803,0.13927088383096076,0.6694835271647789,0.6778719979944304,0.23295213837044282
2024-12-11,12949,426.9857933277085,0.8915223028038491,0.12470846946678638,0.2278676273242961,0.8529482135413454,0.8040397134306203,0.8395513324561824
2024-12-12,10889,462.47438037173424,0.057635813931427915,0.20282394653182612,0.3104847215170069,0.5669238468047579,0.7385174672968564,0.5217477195671695
2024-12-13,2634,516.5230824500941,0.4833236068915614,0.4109837592609089,0.9740805442615309,0.17242733284212752,0.4570458900470781,0.4311177023093816
2024-12-14,1733,599.5090748153432,0.6137709776695355,0.09632127732702278,0.09814644376308945,0.5946433605820366,0.8983514622623625,0.0071287316236134934
2024-12-15,9710,189.22968236190394,0.5184262367987484,0.5866357102737272,0.44086580997297753,0.9651514787644717,0.7424686856930941,0.9567473922698443
2024-12-16,13578,519.5974175869412,0.8795717605915612,0.561966844961044,0.33952331302691385,0.6109582052123712,0.8134028571719006,0.9709158535691808
2024-12-17,12712,277.3436166723401,0.8198748211452831,0.710916350282727,0.15234389656242364,0.27914608815143394,0.06273844864101796,0.4656889236652979
2024-12-18,11085,425.53927277553174,0.20147257072164115,0.8915374709842705,0.04410571536122998,0.09132081915222878,0.6986329570039276,0.21369836832532563
2024-12-19,11002,433.5173141908927,0.8979495819935074,0.32207969664207003,0.10065490915013342,0.27286846333658044,0.2093972297276565,0.23061946964139912
2024-12-20,13689,331.9886077358871,0.4180924259784815,0.29133329656327334,0.5781285111097982,0.545895858507478,0.5628087761436767,0.39296092888238854
2024-12-21,14157,350.3687224422405,0.3563128407867635,0.9298765944789752,0.1990922175444776,0.6436500208423732,0.8172041718157469,0.9956741160040551
2024-12-22,11627,556.0262535929849,0.6106192770141523,0.23644426318694822,0.3354481965698448,0.4056826217262821,0.8498134300079038,0.7723360925694432
2024-12-23,8425,431.1005755119643,0.9555949019911895,0.7692153969427175,0.45042017411418356,0.4439135921686209,0.2865577957680938,0.3110294647816305
2024-12-24,10090,235.46145286306486,0.45393232933290784,0.5696958948891121,0.719412187423733,0.0950519707476184,0.8388640468637462,0.3315189517028021
2024-12-25,2957,374.42652022276945,0.6595139377388696,0.4341590662017746,0.27777631874896935,0.9382868571765974,0.1727219370934947,0.024604937471004784
2024-12-26,8185,538.0372834086319,0.41451521707528016,0.16511474270711735,0.670475839443133,0.11382091276800099,0.4160320166313949,0.16819626841978796
2024-12-27,2826,208.17117091673765,0.2591997661307873,0.31990721835053937,0.8102925807286202,0.18979054872253076,0.09281564038192813,0.17373870910400924
2024-12-28,3283,336.39162121478205,0.21823546506928093,0.07226614908350382,0.6389266975512621,0.08178673123664815,0.23677442792049153,0.5797340618864775
2024-12-29,12112,380.12671518937566,0.21181394006451937,0.842062064892382,0.25676948594895355,0.7107556594078421,0.5644600502607481,0.051555130827750206
2024-12-30,13158,198.35106516037382,0.7883308045658444,0.15005430451541357,0.9855573347579137,0.5848079762288805,0.1908708153540385,0.9632265317432849
2024-12-31,6059,539.8303870540234,0.11826480479851731,0.886242816899375,0.14338588183611822,0.06741753204718381,0.7068916895976596,0.8930986038286798
2025-01-01,6248,473.3760879847771,0.9704204527831931,0.67247140464432,0.7603537865554795,0.5551466395083609,0.6008306490617957,0.5758708118488963
